year,actor1_country_code,actor2_country_code,event_count,num_mentions
2017-01-01,BGD,CAN,4,20
2017-01-01,ISR,NRU,3,10
2017-01-01,BEL,MLI,1,4
2017-01-01,CAN,KOR,3,15
2017-01-01,BWA,ZWE,2,9
2017-01-01,BHR,QAT,2,8
2017-01-01,EUR,EST,1,20
2017-01-01,TCD,NGA,11,41
2017-01-01,NZL,AUS,27,162
2017-01-01,HTI,LBN,3,8
2017-01-01,ITA,ALB,1,2
2017-01-01,CAN,MYS,1,2
2017-01-01,THA,AUS,4,20
2017-01-01,GBR,PGS,2,10
2017-01-01,USA,LBN,11,82
2017-01-01,EUR,NOR,3,30
2017-01-01,VAT,IRQ,1,20
2017-01-01,KAZ,ITA,1,5
2017-01-01,IND,LBY,5,25
2017-01-01,COG,TZA,1,1
2017-01-01,MWI,COG,1,10
2017-01-01,DMA,BRB,1,10
2017-01-01,CHE,FRA,2,18
2017-01-01,SEN,FRA,4,32
2017-01-01,USA,SYR,204,3310
2017-01-01,LKA,BRA,1,10
2017-01-01,DMA,USA,2,20
2017-01-01,TUV,NRU,2,10
2017-01-01,ETH,JOR,1,1
2017-01-01,LBY,TUR,10,81
2017-01-01,IRQ,JOR,4,44
2017-01-01,BGR,USA,2,16
2017-01-01,QAT,SAU,12,65
2017-01-01,ESP,ISR,4,12
2017-01-01,GRC,EUR,63,4171
2017-01-01,ARG,ISR,2,5
2017-01-01,ITA,CZE,26,847
2017-01-01,GBR,COK,1,2
2017-01-01,UGA,ISR,4,9
2017-01-01,IRL,GBR,15,88
2017-01-01,KOR,USA,25,258
2017-01-01,YEM,OMN,11,49
2017-01-01,GRC,PRT,18,285
2017-01-01,NOR,POL,1,10
2017-01-01,MMR,KGZ,1,4
2017-01-01,LBY,TUN,3,9
2017-01-01,MEX,POL,1,2
2017-01-01,POL,FRA,5,11
2017-01-01,KNA,ATG,1,7
2017-01-01,ESP,CHE,3,9
2017-01-01,ECU,SYR,2,2
2017-01-01,SEA,SGP,2,7
2017-01-01,USA,GMB,1,2
2017-01-01,SDN,VNM,2,2
2017-01-01,USA,RUS,26,72
2017-01-01,NMR,IRL,4,4
2017-01-01,GBR,USA,42,201
2017-01-01,SAU,QAT,9,17
2017-01-01,JPN,IDN,3,13
2017-01-01,FIN,THA,2,8
2017-01-01,NLD,BEL,6,18
2017-01-01,SDN,CAN,3,5
2017-01-01,GBR,SYR,35,1001
2017-01-01,HUN,PHL,1,3
2017-01-01,CHN,ETH,14,78
2017-01-01,DJI,USA,2,6
2017-01-01,WST,EST,1,1
2017-01-01,EUR,VNM,1,1
2017-01-01,RUS,AFG,1,4
2017-01-01,MOZ,AFR,4,15
2017-01-01,GBR,RUS,8,39
2017-01-01,ESP,ITA,13,83
2017-01-01,ITA,NGA,8,33
2017-01-01,JPN,IRL,4,30
2017-01-01,SYR,JPN,2,3
2017-01-01,TUR,CHN,1,10
2017-01-01,IND,LKA,4,39
2017-01-01,KEN,EUR,1,2
2017-01-01,NLD,NOR,1,1
2017-01-01,SAU,SYR,23,90
2017-01-01,BGD,SWE,1,2
2017-01-01,UGA,BDI,2,10
2017-01-01,SGP,AUS,5,20
2017-01-01,QAT,MAR,1,1
2017-01-01,AFR,DZA,1,10
2017-01-01,BEL,GBR,1,2
2017-01-01,SOM,IDN,1,10
2017-01-01,JPN,USA,55,863
2017-01-01,LBN,HTI,3,8
2017-01-01,GIN,NZL,1,10
2017-01-01,USA,GIN,1,250
2017-01-01,AFR,SOM,11,235
2017-01-01,AFR,MDG,1,5
2017-01-01,IRQ,QAT,13,59
2017-01-01,USA,IRL,7,20
2017-01-01,ITA,NLD,2,10
2017-01-01,ESP,NGA,2,8
2017-01-01,BGD,IRN,2,4
2017-01-01,CHE,CMR,3,14
2017-01-01,AFR,AFG,3,8
2017-01-01,KWT,SWE,4,12
2017-01-01,GTM,CYP,1,5
2017-01-01,IRL,GRC,1,5
2017-01-01,UKR,BLR,10,54
2017-01-01,CHN,LAO,4,40
2017-01-01,JPN,MNG,2,12
2017-01-01,TUR,GRC,18,105
2017-01-01,CAN,IRL,6,33
2017-01-01,MCO,ITA,4,12
2017-01-01,KHM,JPN,5,18
2017-01-01,TUR,EUR,12,87
2017-01-01,TWN,JPN,3,9
2017-01-01,NZL,ARE,4,144
2017-01-01,LBY,HTI,3,8
2017-01-01,CYM,MEX,1,2
2017-01-01,USA,TCD,8,43
2017-01-01,PHL,MYS,38,691
2017-01-01,AGO,COD,21,126
2017-01-01,LKA,AUS,4,115
2017-01-01,QAT,DJI,2,2
2017-01-01,SYR,JOR,23,363
2017-01-01,EUR,COG,4,15
2017-01-01,AFR,LBR,1,1
2017-01-01,SYR,PSE,8,12
2017-01-01,DEU,JOR,1,1
2017-01-01,GBR,JPN,2,10
2017-01-01,HTI,PHL,1,5
2017-01-01,CHN,NGA,3,11
2017-01-01,ITA,UKR,3,20
2017-01-01,OMN,EUR,1,15
2017-01-01,IND,EGY,1,6
2017-01-01,SRB,USA,4,25
2017-01-01,GBR,MEX,1,2
2017-01-01,IRN,OMN,11,70
2017-01-01,USA,CAN,87,626
2017-01-01,GHA,KEN,1,5
2017-01-01,USA,ERI,10,28
2017-01-01,FRA,PRT,3,23
2017-01-01,BRA,GBR,2,11
2017-01-01,BGD,KOR,1,1
2017-01-01,MMR,MYS,1,5
2017-01-01,AUS,PHL,7,31
2017-01-01,IRL,USA,9,26
2017-01-01,CHN,YEM,6,61
2017-01-01,ARE,GBR,3,5
2017-01-01,SAU,IDN,2,20
2017-01-01,COG,CYP,1,5
2017-01-01,PRK,BGD,1,2
2017-01-01,EGY,TUN,1,1
2017-01-01,YEM,KWT,7,25
2017-01-01,OMN,LKA,3,40
2017-01-01,GHA,FRA,1,10
2017-01-01,CHE,GBR,1,10
2017-01-01,EUR,ARM,2,13
2017-01-01,AFG,CAN,27,792
2017-01-01,MEX,JPN,14,92
2017-01-01,CAN,AFG,22,238
2017-01-01,FIN,CHN,4,18
2017-01-01,GRC,SYR,39,222
2017-01-01,WSM,NZL,3,28
2017-01-01,SGP,BGD,7,34
2017-01-01,SOM,IRQ,1,8
2017-01-01,DEU,MCO,2,20
2017-01-01,KWT,MYS,1,5
2017-01-01,QAT,PAK,2,10
2017-01-01,QAT,BRA,1,20
2017-01-01,SDN,AFR,2,35
2017-01-01,COG,SSD,1,4
2017-01-01,AFR,ESP,4,15
2017-01-01,CUB,IRL,1,4
2017-01-01,LBN,EUR,6,40
2017-01-01,ISR,YEM,19,57
2017-01-01,EUR,BGD,4,130
2017-01-01,MEX,TWN,5,8
2017-01-01,USA,GBR,79,1141
2017-01-01,BGD,CHN,3,13
2017-01-01,TUN,LBY,4,8
2017-01-01,IRQ,IRL,1,10
2017-01-01,SYR,BGR,3,26
2017-01-01,PAK,TJK,3,6
2017-01-01,ARE,AFG,1,1
2017-01-01,VNM,CAN,2,13
2017-01-01,IRQ,SWE,5,17
2017-01-01,THA,VNM,4,10
2017-01-01,PRK,USA,11,47
2017-01-01,GHA,IRL,1,11
2017-01-01,CHN,TUV,19,295
2017-01-01,FRA,MDG,1,4
2017-01-01,AFG,KHM,2,50
2017-01-01,GRC,AFG,15,166
2017-01-01,USA,HUN,1,1
2017-01-01,MMR,THA,1,2
2017-01-01,EUR,LBN,1,30
2017-01-01,CRI,USA,14,173
2017-01-01,IDN,MEX,1,2
2017-01-01,ATG,GTM,2,30
2017-01-01,BMU,DEU,1,1
2017-01-01,MDV,NLD,1,10
2017-01-01,LKA,GBR,2,8
2017-01-01,NER,FRA,2,2
2017-01-01,KOR,FIN,1,2
2017-01-01,BGD,ISR,1,2
2017-01-01,MMR,KHM,6,25
2017-01-01,DNK,SYR,1,5
2017-01-01,USA,AFR,7,34
2017-01-01,EUR,CHL,1,4
2017-01-01,LBN,USA,13,51
2017-01-01,SYR,SRB,2,10
2017-01-01,LKA,PRT,3,12
2017-01-01,TJK,AFG,2,5
2017-01-01,ITA,DNK,2,2
2017-01-01,IRL,IRN,1,3
2017-01-01,COD,BDI,16,92
2017-01-01,IND,GBR,2,10
2017-01-01,GBR,NGA,34,119
2017-01-01,NOR,SWE,2,12
2017-01-01,MEX,USA,93,2207
2017-01-01,NZL,TON,4,45
2017-01-01,SAU,PAK,4,12
2017-01-01,IND,JPN,1,10
2017-01-01,KNA,BHS,1,3
2017-01-01,HTI,NIC,1,5
2017-01-01,VNM,PHL,15,48
2017-01-01,SYR,IRN,7,63
2017-01-01,ETH,SSD,21,163
2017-01-01,ARE,SAU,2,6
2017-01-01,JOR,USA,22,82
2017-01-01,EUR,FIN,2,20
2017-01-01,LKA,MMR,4,26
2017-01-01,CMR,NGA,12,120
2017-01-01,CHN,POL,1,2
2017-01-01,VEN,PER,2,17
2017-01-01,BRA,MOZ,1,5
2017-01-01,AFR,ETH,5,37
2017-01-01,BGR,ITA,1,12
2017-01-01,ETH,TUR,2,2
2017-01-01,ISR,UGA,9,23
2017-01-01,NER,AFR,15,75
2017-01-01,RUS,UKR,8,36
2017-01-01,ARM,BGR,2,8
2017-01-01,ARM,USA,1,5
2017-01-01,IRN,FRA,3,24
2017-01-01,UKR,CAN,1,2
2017-01-01,MYS,USA,8,40
2017-01-01,SDN,USA,15,46
2017-01-01,UKR,MDA,1,10
2017-01-01,PHL,IDN,5,178
2017-01-01,USA,AIA,1,3
2017-01-01,AFG,AUS,2,10
2017-01-01,MMR,JPN,1,3
2017-01-01,CHE,EST,3,5
2017-01-01,GHA,SLE,1,10
2017-01-01,AFR,UGA,3,12
2017-01-01,PAK,EGY,2,2
2017-01-01,CAN,RUS,6,17
2017-01-01,CUB,MEX,4,16
2017-01-01,EUR,LUX,2,10
2017-01-01,VAT,IND,1,3
2017-01-01,ITA,TUR,3,5
2017-01-01,LBN,JOR,3,11
2017-01-01,SYR,MEX,1,2
2017-01-01,DNK,DEU,4,7
2017-01-01,RUS,IRN,2,6
2017-01-01,SEA,PHL,3,12
2017-01-01,BGD,NZL,1,40
2017-01-01,CAN,ISR,3,60
2017-01-01,LBN,GRC,2,3
2017-01-01,DEU,BEL,5,10
2017-01-01,EUR,DZA,1,3
2017-01-01,ARE,JOR,1,5
2017-01-01,HTI,IRQ,2,8
2017-01-01,PSE,USA,4,25
2017-01-01,IRN,JOR,1,1
2017-01-01,PLW,ESP,2,12
2017-01-01,DEU,UKR,6,28
2017-01-01,SSD,SDN,22,238
2017-01-01,KWT,SYR,16,59
2017-01-01,USA,DZA,2,4
2017-01-01,MAR,IND,2,4
2017-01-01,KOR,NLD,2,10
2017-01-01,USA,DMA,5,40
2017-01-01,TUR,SDN,1,4
2017-01-01,CHN,VUT,1,2
2017-01-01,SWE,NGA,1,2
2017-01-01,LKA,USA,6,24
2017-01-01,SSD,YEM,4,18
2017-01-01,GBR,EGY,1,10
2017-01-01,SGP,LAO,2,11
2017-01-01,QAT,YEM,2,4
2017-01-01,CHN,MLI,7,68
2017-01-01,SAU,BGD,3,16
2017-01-01,CHE,SDN,2,8
2017-01-01,USA,NER,2,3
2017-01-01,SDN,ETH,7,27
2017-01-01,EUR,UKR,1,1
2017-01-01,ISR,PRT,1,4
2017-01-01,ALB,LTU,1,8
2017-01-01,CHN,DMA,2,5
2017-01-01,ARE,PAK,5,30
2017-01-01,IRN,PSE,4,18
2017-01-01,HTI,TUR,1,10
2017-01-01,AFR,NAM,1,5
2017-01-01,YEM,QAT,2,6
2017-01-01,SEA,IND,1,4
2017-01-01,CRI,ISR,3,10
2017-01-01,PAK,NZL,1,2
2017-01-01,LBY,USA,9,29
2017-01-01,NLD,GRC,2,6
2017-01-01,DNK,SAU,2,12
2017-01-01,SGP,VNM,2,9
2017-01-01,SRB,EUR,1,10
2017-01-01,MEX,CRI,3,5
2017-01-01,SLE,ISR,1,2
2017-01-01,WST,RUS,2,6
2017-01-01,JPN,PRK,39,884
2017-01-01,ITA,VNM,4,12
2017-01-01,NOR,DEU,2,10
2017-01-01,THA,TWN,1,18
2017-01-01,CAN,ARE,4,7
2017-01-01,GNQ,GMB,3,25
2017-01-01,FRA,IRN,10,27
2017-01-01,AUS,IDN,7,54
2017-01-01,NOR,ZAF,1,2
2017-01-01,AUS,MYS,4,8
2017-01-01,TUR,SYR,85,648
2017-01-01,CHN,DZA,1,10
2017-01-01,NZL,SYR,2,4
2017-01-01,CAN,ARG,1,2
2017-01-01,USA,MEX,65,727
2017-01-01,AFG,IRQ,9,44
2017-01-01,PNG,IDN,1,1
2017-01-01,GHA,TGO,7,57
2017-01-01,KOR,PHL,3,23
2017-01-01,AFG,VNM,2,2
2017-01-01,GRC,PHL,2,20
2017-01-01,BGD,GBR,6,29
2017-01-01,AUT,SYR,2,2
2017-01-01,CAN,ECU,3,10
2017-01-01,DEU,ISR,1,1
2017-01-01,ESP,PER,12,62
2017-01-01,EUR,BFA,1,5
2017-01-01,SDN,TUR,1,2
2017-01-01,DEU,AUT,3,16
2017-01-01,COL,CHL,2,10
2017-01-01,MAR,ITA,1,2
2017-01-01,NMR,CAN,7,21
2017-01-01,AUS,SLE,2,5
2017-01-01,SDN,EGY,2,8
2017-01-01,LBR,RUS,4,4
2017-01-01,NGA,CMR,23,172
2017-01-01,GHA,CIV,2,8
2017-01-01,MDV,GMB,2,2
2017-01-01,SEA,THA,1,8
2017-01-01,IND,GRC,2,8
2017-01-01,TZA,KEN,10,169
2017-01-01,AFR,RUS,3,10
2017-01-01,KOR,MNG,4,14
2017-01-01,VNM,RUS,1,1
2017-01-01,GRC,TCD,2,14
2017-01-01,IRQ,NOR,1,8
2017-01-01,SSD,SOM,3,18
2017-01-01,GBR,LTU,1,4
2017-01-01,CAN,GRC,2,13
2017-01-01,WST,TUR,1,2
2017-01-01,CUB,PRK,2,2
2017-01-01,ECU,IRQ,2,4
2017-01-01,ARM,SYR,42,358
2017-01-01,ZAF,GHA,1,4
2017-01-01,USA,SSD,28,352
2017-01-01,SVK,HUN,14,610
2017-01-01,SAU,AFR,2,4
2017-01-01,GBR,IND,4,27
2017-01-01,BGD,MYS,27,459
2017-01-01,COD,KEN,3,10
2017-01-01,CHL,CAN,2,6
2017-01-01,CUB,MMR,2,2
2017-01-01,HUN,UKR,4,12
2017-01-01,ETH,DNK,2,2
2017-01-01,CHL,PER,2,11
2017-01-01,AUS,SOM,3,48
2017-01-01,EUR,AFG,3,41
2017-01-01,LKA,CAN,1,3
2017-01-01,PER,CUB,3,20
2017-01-01,KEN,ESP,1,10
2017-01-01,LUX,SYR,2,10
2017-01-01,THA,CAN,1,7
2017-01-01,CHE,UKR,6,33
2017-01-01,BDI,UGA,2,10
2017-01-01,DZA,TUN,2,6
2017-01-01,HUN,GRC,1,8
2017-01-01,UKR,POL,1,10
2017-01-01,UKR,LBY,1,10
2017-01-01,ARE,YEM,5,55
2017-01-01,AUS,IRL,8,32
2017-01-01,VNM,SEA,2,7
2017-01-01,BHS,KNA,1,1
2017-01-01,FRA,ISR,3,15
2017-01-01,AFG,EUR,4,12
2017-01-01,IND,MMR,4,39
2017-01-01,EGY,TUR,3,5
2017-01-01,ARE,OMN,2,10
2017-01-01,GRC,FRA,12,994
2017-01-01,CAN,JAM,1,4
2017-01-01,QAT,TUR,18,75
2017-01-01,SAU,LBN,6,30
2017-01-01,AGO,EUR,2,10
2017-01-01,ISR,PSE,20,178
2017-01-01,BGD,FRA,1,20
2017-01-01,JPN,PHL,5,102
2017-01-01,ITA,BEL,3,20
2017-01-01,FRA,NER,5,28
2017-01-01,SYR,EST,2,13
2017-01-01,MMR,LKA,2,30
2017-01-01,USA,RWA,3,21
2017-01-01,HUN,CZE,6,15
2017-01-01,CHN,PAK,14,56
2017-01-01,OMN,YEM,10,25
2017-01-01,COG,COD,1,4
2017-01-01,CHN,SSD,7,36
2017-01-01,SSD,CAN,8,40
2017-01-01,EGY,IND,2,3
2017-01-01,PRT,JPN,2,6
2017-01-01,AFG,KWT,2,7
2017-01-01,USA,MMR,16,79
2017-01-01,EUR,CMR,1,5
2017-01-01,UGA,USA,5,11
2017-01-01,COG,SYR,1,6
2017-01-01,USA,LBY,16,299
2017-01-01,LBN,PSE,4,9
2017-01-01,USA,SWE,7,22
2017-01-01,BLZ,ESP,1,8
2017-01-01,PER,IRL,1,10
2017-01-01,RWA,VNM,1,2
2017-01-01,ARG,FRA,1,16
2017-01-01,FRA,IRQ,2,150
2017-01-01,BEL,IRQ,2,10
2017-01-01,VUT,BEL,3,5
2017-01-01,MYS,THA,7,27
2017-01-01,AUS,GBR,33,162
2017-01-01,ITA,NOR,1,8
2017-01-01,USA,POL,3,19
2017-01-01,POL,EUR,6,31
2017-01-01,GHA,CHN,2,3
2017-01-01,PAK,ZAF,3,18
2017-01-01,AFR,BWA,3,50
2017-01-01,ESP,AUS,1,1
2017-01-01,DEU,EST,3,5
2017-01-01,GBR,PAK,4,10
2017-01-01,CMR,NER,1,2
2017-01-01,IRQ,MMR,3,4
2017-01-01,NGA,SSD,3,5
2017-01-01,EGY,BDI,1,10
2017-01-01,PAK,AFG,72,1870
2017-01-01,PRT,IRL,4,11
2017-01-01,PHL,ARE,1,2
2017-01-01,CHN,KEN,2,4
2017-01-01,GBR,CAN,12,62
2017-01-01,GBR,ZAF,1,2
2017-01-01,UKR,GEO,1,4
2017-01-01,POL,BGR,2,2
2017-01-01,MCO,EUR,1,8
2017-01-01,CRI,MEX,2,4
2017-01-01,DNK,RUS,1,4
2017-01-01,LBY,DEU,8,41
2017-01-01,IDN,PNG,1,14
2017-01-01,GRC,VNM,1,6
2017-01-01,GBR,BRA,2,7
2017-01-01,IRQ,IND,1,6
2017-01-01,IRQ,CAN,4,6
2017-01-01,AUS,SDN,2,5
2017-01-01,RUS,AFR,1,2
2017-01-01,CAN,BGD,3,4
2017-01-01,SEA,VNM,3,7
2017-01-01,FRA,SDN,4,42
2017-01-01,CHN,NLD,1,2
2017-01-01,ESP,DEU,4,10
2017-01-01,CUB,SLE,2,20
2017-01-01,VAT,YEM,9,35
2017-01-01,RUS,THA,2,6
2017-01-01,PAK,LKA,18,101
2017-01-01,NZL,USA,9,46
2017-01-01,EUR,HUN,7,35
2017-01-01,RUS,VNM,1,4
2017-01-01,QAT,SYR,4,18
2017-01-01,GBR,AFR,3,10
2017-01-01,ITA,BGR,1,8
2017-01-01,COL,CUB,7,20
2017-01-01,USA,EGY,4,7
2017-01-01,AFG,FRA,5,1056
2017-01-01,DEU,NGA,5,14
2017-01-01,SYR,ISR,33,178
2017-01-01,IRN,IRQ,25,176
2017-01-01,ESP,CYP,3,10
2017-01-01,FRA,HRV,4,20
2017-01-01,PHL,SGP,4,14
2017-01-01,NZL,GBR,3,22
2017-01-01,MLI,USA,1,2
2017-01-01,EUR,MLT,4,19
2017-01-01,USA,IRQ,79,767
2017-01-01,CUB,COG,1,2
2017-01-01,PHL,SOM,2,3
2017-01-01,LKA,NPL,7,50
2017-01-01,SSD,NGA,5,30
2017-01-01,JPN,BGD,1,4
2017-01-01,DNK,FRA,1,20
2017-01-01,AUT,POL,1,2
2017-01-01,IRN,TUR,16,48
2017-01-01,GHA,AFR,3,13
2017-01-01,AUS,SGP,4,15
2017-01-01,GRC,AUT,4,15
2017-01-01,PRT,HTI,4,14
2017-01-01,PAN,ISR,3,10
2017-01-01,YEM,MYS,2,9
2017-01-01,ECU,LAO,2,5
2017-01-01,COL,NLD,2,8
2017-01-01,AFR,GMB,4,30
2017-01-01,USA,NZL,10,117
2017-01-01,SYR,GBR,35,161
2017-01-01,TZA,LBY,1,2
2017-01-01,VNM,GRC,4,13
2017-01-01,AFR,ZWE,9,50
2017-01-01,ARM,AZE,3,16
2017-01-01,BGR,MEX,1,5
2017-01-01,HTI,CUB,7,24
2017-01-01,CZE,TZA,2,16
2017-01-01,FRA,SRB,3,10
2017-01-01,VNM,IRQ,2,10
2017-01-01,PNG,IRN,3,4
2017-01-01,CAN,NZL,2,26
2017-01-01,NGA,CAN,4,40
2017-01-01,CYP,LBN,10,464
2017-01-01,USA,TTO,1,2
2017-01-01,GBR,UGA,5,17
2017-01-01,TTO,BOL,2,2
2017-01-01,CHN,USA,31,121
2017-01-01,RUS,TUR,19,52
2017-01-01,MLI,NER,2,5
2017-01-01,VEN,DMA,3,6
2017-01-01,AFR,CIV,1,2
2017-01-01,YEM,SOM,6,11
2017-01-01,AUS,VUT,3,44
2017-01-01,GBR,MMR,3,11
2017-01-01,IRL,EGY,1,2
2017-01-01,NGA,DEU,11,24
2017-01-01,MYS,GBR,4,11
2017-01-01,MDV,BGD,1,4
2017-01-01,NGA,SOM,3,5
2017-01-01,ITA,HRV,5,20
2017-01-01,ETH,SOM,16,106
2017-01-01,FIN,MLT,2,10
2017-01-01,USA,KNA,2,20
2017-01-01,GBR,AIA,3,18
2017-01-01,LBN,DEU,8,76
2017-01-01,BRA,HTI,4,46
2017-01-01,IRL,JPN,2,22
2017-01-01,CHE,RUS,1,2
2017-01-01,AUS,NOR,7,35
2017-01-01,ARG,UGA,1,4
2017-01-01,KWT,POL,2,4
2017-01-01,LBY,ITA,52,365
2017-01-01,MMR,CHN,2,16
2017-01-01,QAT,MEX,1,1
2017-01-01,IND,PHL,1,4
2017-01-01,EUR,NER,2,5
2017-01-01,ESP,HUN,2,6
2017-01-01,IRQ,USA,47,258
2017-01-01,LUX,ITA,1,1
2017-01-01,HTI,SUR,4,9
2017-01-01,NLD,JPN,1,2
2017-01-01,IND,THA,2,10
2017-01-01,BGR,TUR,2,2
2017-01-01,AUS,PNG,4,28
2017-01-01,POL,GBR,3,10
2017-01-01,DNK,AUT,3,10
2017-01-01,EUR,PRT,7,36
2017-01-01,IRQ,DEU,9,42
2017-01-01,CYP,USA,1,8
2017-01-01,CHN,UGA,2,19
2017-01-01,AUT,USA,4,41
2017-01-01,IRL,SOM,2,18
2017-01-01,GTM,NIC,2,5
2017-01-01,ISR,NPL,3,14
2017-01-01,EGY,ITA,2,18
2017-01-01,SOM,CHN,4,45
2017-01-01,IDN,GBR,3,18
2017-01-01,CHN,PHL,8,35
2017-01-01,IRL,ZAF,1,2
2017-01-01,FRA,AFR,6,30
2017-01-01,LKA,NZL,1,20
2017-01-01,GNB,SEN,3,12
2017-01-01,BLR,ECU,2,8
2017-01-01,PSE,SYR,5,22
2017-01-01,HTI,SSD,5,14
2017-01-01,AFG,SWE,5,17
2017-01-01,BRB,CUB,1,10
2017-01-01,IDN,SAU,1,10
2017-01-01,QAT,GBR,4,8
2017-01-01,ITA,SYR,27,2613
2017-01-01,BGD,TUR,8,36
2017-01-01,OMN,SOM,1,2
2017-01-01,TUR,MYS,4,138
2017-01-01,GBR,IRQ,22,411
2017-01-01,FRA,NLD,75,310
2017-01-01,CHN,MAR,4,23
2017-01-01,VNM,JPN,2,8
2017-01-01,ETH,SDN,9,28
2017-01-01,MLI,AFR,1,1
2017-01-01,IND,TKM,1,2
2017-01-01,SLE,RUS,5,8
2017-01-01,JOR,GHA,1,2
2017-01-01,PHL,TUR,3,7
2017-01-01,USA,EUR,27,166
2017-01-01,TUR,SOM,82,567
2017-01-01,LCA,KNA,1,2
2017-01-01,JPN,MRT,2,3
2017-01-01,JPN,CHN,6,33
2017-01-01,NOR,DNK,1,16
2017-01-01,NIC,CRI,1,4
2017-01-01,ISR,SSD,7,42
2017-01-01,IRN,ISR,4,22
2017-01-01,MEX,AUS,2,7
2017-01-01,ITA,MLT,3,10
2017-01-01,ETH,ERI,9,67
2017-01-01,ISR,SYR,33,108
2017-01-01,ITA,CAN,1,10
2017-01-01,KEN,SDN,5,30
2017-01-01,QAT,BGD,1,10
2017-01-01,IDN,MMR,10,33
2017-01-01,AUS,PSE,1,6
2017-01-01,MWI,GBR,1,1
2017-01-01,GRC,USA,7,33
2017-01-01,BRA,HND,1,4
2017-01-01,CAN,SDN,1,1
2017-01-01,CHE,EUR,1,10
2017-01-01,PRT,BEL,2,4
2017-01-01,FRA,GRC,2,5
2017-01-01,SYR,IRQ,26,92
2017-01-01,EGY,CHE,1,6
2017-01-01,IRN,MYS,5,140
2017-01-01,AIA,GBR,2,10
2017-01-01,BGD,BEL,1,10
2017-01-01,PRT,CYP,19,378
2017-01-01,NGA,MLI,5,25
2017-01-01,SGP,IND,1,2
2017-01-01,SOM,EUR,3,5
2017-01-01,FRA,THA,2,2
2017-01-01,TUR,ARG,2,10
2017-01-01,CHN,SOM,12,116
2017-01-01,NER,SEN,4,18
2017-01-01,GRC,POL,40,2071
2017-01-01,ITA,GIN,1,2
2017-01-01,USA,KHM,3,50
2017-01-01,LKA,ARE,2,10
2017-01-01,COD,AFR,1,2
2017-01-01,TUR,EST,2,8
2017-01-01,RUS,WST,3,11
2017-01-01,CHE,AFR,3,12
2017-01-01,BRA,USA,3,14
2017-01-01,MEX,EUR,1,5
2017-01-01,ISR,SDN,3,6
2017-01-01,ITA,AFR,21,336
2017-01-01,ZAF,USA,6,76
2017-01-01,ESP,FRA,4,40
2017-01-01,USA,NMR,10,28
2017-01-01,GBR,EST,2,5
2017-01-01,FRA,CYP,2,5
2017-01-01,IRL,MDV,1,12
2017-01-01,USA,IDN,20,568
2017-01-01,SOM,NGA,3,20
2017-01-01,USA,DEU,44,805
2017-01-01,GBR,PNG,5,20
2017-01-01,MAR,ESP,3,8
2017-01-01,HUN,USA,2,5
2017-01-01,AFR,NGA,2,9
2017-01-01,BOL,ECU,3,10
2017-01-01,EUR,POL,7,74
2017-01-01,LBY,MAR,4,18
2017-01-01,YEM,VNM,5,534
2017-01-01,IRQ,KWT,24,192
2017-01-01,USA,AGO,1,6
2017-01-01,CAN,ITA,2,8
2017-01-01,AUS,LBN,3,8
2017-01-01,DEU,SYR,78,4137
2017-01-01,TUR,SAU,11,27
2017-01-01,BGD,ARE,3,12
2017-01-01,UKR,RUS,7,22
2017-01-01,SDN,SOM,5,10
2017-01-01,GBR,TUR,7,78
2017-01-01,IDN,LKA,6,10
2017-01-01,MWI,KEN,3,5
2017-01-01,AUS,SAU,1,1
2017-01-01,IRN,AUS,2,10
2017-01-01,DEU,PHL,4,8
2017-01-01,IDN,ZAF,1,4
2017-01-01,EUR,NLD,3,22
2017-01-01,HND,ISR,3,10
2017-01-01,USA,LAO,8,46
2017-01-01,ECU,YEM,2,2
2017-01-01,CHN,MMR,7,55
2017-01-01,TUR,GBR,5,23
2017-01-01,LBY,SYR,2,10
2017-01-01,TON,TUV,2,10
2017-01-01,LBR,CAN,3,27
2017-01-01,JOR,NLD,2,5
2017-01-01,BOL,ITA,4,10
2017-01-01,SDN,YEM,1,8
2017-01-01,GBR,THA,2,12
2017-01-01,KEN,AFR,4,15
2017-01-01,DEU,NZL,1,6
2017-01-01,KGZ,AFG,2,24
2017-01-01,SLV,AUS,29,486
2017-01-01,USA,BHR,1,8
2017-01-01,IRN,CUB,2,2
2017-01-01,USA,TUN,1,2
2017-01-01,AUT,EUR,2,14
2017-01-01,DJI,FRA,1,2
2017-01-01,USA,UGA,12,71
2017-01-01,CAN,SLV,1,8
2017-01-01,FRA,MAR,4,119
2017-01-01,ETH,NGA,3,11
2017-01-01,BOL,BRA,1,1
2017-01-01,CHN,ATG,1,10
2017-01-01,SDN,SSD,46,463
2017-01-01,ITA,AUS,1,8
2017-01-01,DEU,CHE,4,7
2017-01-01,UGA,KEN,8,80
2017-01-01,DEU,GBR,21,150
2017-01-01,TUR,ARM,2,25
2017-01-01,GBR,SEA,1,10
2017-01-01,CHN,IRN,2,5
2017-01-01,EUR,SSD,2,3
2017-01-01,GIN,CAN,5,830
2017-01-01,FRA,USA,48,241
2017-01-01,MMR,VNM,1,2
2017-01-01,MEX,SAU,1,2
2017-01-01,GHA,AUS,3,12
2017-01-01,NER,NGA,5,40
2017-01-01,ITA,EST,1,1
2017-01-01,RUS,USA,26,108
2017-01-01,PRT,USA,4,22
2017-01-01,DOM,USA,4,17
